sp,model,year,scen,rcp,change_driver,current_cells,nd_future_cells,current_km2,nd_future_km2,nd_change_prop,exposure
Sambucus nigra,meanthr,2085,cnrm,rcp45,climate_change + lulc,140351.2671,100225.3552,10231.60737,7306.428393,-0.285896328,0.285896328
Sambucus nigra,meanthr,2085,hades,rcp45,climate_change + lulc,140351.2671,127797.2871,10231.60737,9316.422231,-0.089446859,0.089446859
Sambucus nigra,meanthr,2085,cnrm,rcp85,climate_change + lulc,140351.2671,81286.83638,10231.60737,5925.810372,-0.4208329,0.4208329
Sambucus nigra,meanthr,2085,hades,rcp85,climate_change + lulc,140351.2671,109071.7969,10231.60737,7951.333994,-0.222865606,0.222865606
Sambucus nigra,meanthr,2085,hades,rcp45,lulc,140351.2671,125593.2429,10231.60737,9155.747409,-0.10515063,0.10515063
Sambucus nigra,meanthr,2085,hades,rcp85,lulc,140351.2671,116835.8087,10231.60737,8517.330453,-0.167547176,0.167547176
Scutellaria californica,meanthr,2085,cnrm,rcp45,climate_change,18138.11631,29435.4644,1322.268679,2145.845354,0.622851232,-0.622851232
Scutellaria californica,meanthr,2085,hades,rcp45,climate_change,18138.11631,20971.71587,1322.268679,1528.838087,0.156223475,-0.156223475
Scutellaria californica,meanthr,2085,cnrm,rcp85,climate_change,18138.11631,28875.05439,1322.268679,2104.991465,0.591954418,-0.591954418
Scutellaria californica,meanthr,2085,hades,rcp85,climate_change,18138.11631,25134.53232,1322.268679,1832.307406,0.385730023,-0.385730023
Scutellaria californica,meanthr,2085,cnrm,rcp45,climate_change + lulc,18138.11631,27832.46453,1322.268679,2028.986664,0.534473815,-0.534473815
Scutellaria californica,meanthr,2085,hades,rcp45,climate_change + lulc,18138.11631,19868.42984,1322.268679,1448.408535,0.09539654,-0.09539654
Scutellaria californica,meanthr,2085,cnrm,rcp85,climate_change + lulc,18138.11631,25633.76372,1322.268679,1868.701376,0.413253906,-0.413253906
Scutellaria californica,meanthr,2085,hades,rcp85,climate_change + lulc,18138.11631,22503.65112,1322.268679,1640.516166,0.240682921,-0.240682921
Scutellaria californica,meanthr,2085,hades,rcp45,lulc,18138.11631,17112.76517,1322.268679,1247.520581,-0.056530189,0.056530189
Scutellaria californica,meanthr,2085,hades,rcp85,lulc,18138.11631,15936.84318,1322.268679,1161.795868,-0.121361728,0.121361728
Sequoia sempervirens,meanthr,2085,cnrm,rcp45,climate_change,167522.9619,163265.2593,12212.42392,11902.03741,-0.025415636,0.025415636
Sequoia sempervirens,meanthr,2085,hades,rcp45,climate_change,167522.9619,170475.1223,12212.42392,12427.63641,0.017622422,-0.017622422
Sequoia sempervirens,meanthr,2085,cnrm,rcp85,climate_change,167522.9619,171164.4932,12212.42392,12477.89155,0.021737505,-0.021737505
Sequoia sempervirens,meanthr,2085,hades,rcp85,climate_change,167522.9619,174337.2059,12212.42392,12709.18231,0.040676477,-0.040676477
Sequoia sempervirens,meanthr,2085,cnrm,rcp45,climate_change + lulc,167522.9619,157110.9211,12212.42392,11453.38615,-0.062152918,0.062152918
Sequoia sempervirens,meanthr,2085,hades,rcp45,climate_change + lulc,167522.9619,164522.6788,12212.42392,11993.70329,-0.017909683,0.017909683
Sequoia sempervirens,meanthr,2085,cnrm,rcp85,climate_change + lulc,167522.9619,152196.6432,12212.42392,11095.13529,-0.091487868,0.091487868
Sequoia sempervirens,meanthr,2085,hades,rcp85,climate_change + lulc,167522.9619,156147.7013,12212.42392,11383.16742,-0.067902695,0.067902695
Sequoia sempervirens,meanthr,2085,hades,rcp45,lulc,233756.3775,225041.5027,17040.83992,16405.52555,-0.037281869,0.037281869
Sequoia sempervirens,meanthr,2085,hades,rcp85,lulc,233756.3775,207606.6714,17040.83992,15134.52634,-0.111867348,0.111867348
Sequoiadendron giganteum,meanthr,2085,cnrm,rcp45,climate_change,37387.60128,21009.49822,2725.556133,1531.592421,-0.438062419,0.438062419
Sequoiadendron giganteum,meanthr,2085,hades,rcp45,climate_change,37387.60128,23555.01115,2725.556133,1717.160313,-0.369978005,0.369978005
Sequoiadendron giganteum,meanthr,2085,cnrm,rcp85,climate_change,37387.60128,990.5568997,2725.556133,72.21159798,-0.973505738,0.973505738
Sequoiadendron giganteum,meanthr,2085,hades,rcp85,climate_change,37387.60128,7478.578294,2725.556133,545.1883576,-0.799971701,0.799971701
Sequoiadendron giganteum,meanthr,2085,cnrm,rcp45,climate_change + lulc,37387.60128,20958.19639,2725.556133,1527.852517,-0.439434581,0.439434581
Sequoiadendron giganteum,meanthr,2085,hades,rcp45,climate_change + lulc,37387.60128,23504.39277,2725.556133,1713.470233,-0.371331886,0.371331886
Sequoiadendron giganteum,meanthr,2085,cnrm,rcp85,climate_change + lulc,37387.60128,988.5463051,2725.556133,72.06502564,-0.973559515,0.973559515
Sequoiadendron giganteum,meanthr,2085,hades,rcp85,climate_change + lulc,37387.60128,7465.688639,2725.556133,544.2487018,-0.800316458,0.800316458
Sequoiadendron giganteum,meanthr,2085,hades,rcp45,lulc,37387.60128,37255.46939,2725.556133,2715.923719,-0.00353411,0.00353411
Sequoiadendron giganteum,meanthr,2085,hades,rcp85,lulc,37387.60128,37157.26406,2725.556133,2708.76455,-0.006160791,0.006160791
Torreya californica,meanthr,2085,cnrm,rcp45,climate_change,64477.1991,64558.9731,4700.387814,4706.349139,0.001268262,-0.001268262
Torreya californica,meanthr,2085,hades,rcp45,climate_change,64477.1991,70827.77817,4700.387814,5163.345028,0.098493408,-0.098493408
Torreya californica,meanthr,2085,cnrm,rcp85,climate_change,64477.1991,58178.03718,4700.387814,4241.17891,-0.097695961,0.097695961
Torreya californica,meanthr,2085,hades,rcp85,climate_change,64477.1991,77289.40669,4700.387814,5634.397748,0.198709122,-0.198709122
Torreya californica,meanthr,2085,cnrm,rcp45,climate_change + lulc,64477.1991,61325.74193,4700.387814,4470.646587,-0.048877079,0.048877079
Torreya californica,meanthr,2085,hades,rcp45,climate_change + lulc,64477.1991,68402.83283,4700.387814,4986.566513,0.060884061,-0.060884061
Torreya californica,meanthr,2085,cnrm,rcp85,climate_change + lulc,64477.1991,49980.9231,4700.387814,3643.609294,-0.224827942,0.224827942
Torreya californica,meanthr,2085,hades,rcp85,climate_change + lulc,64477.1991,67770.48923,4700.387814,4940.468665,0.051076818,-0.051076818
Torreya californica,meanthr,2085,hades,rcp45,lulc,64477.1991,62347.95825,4700.387814,4545.166157,-0.03302316,0.03302316
Torreya californica,meanthr,2085,hades,rcp85,lulc,64477.1991,57515.0102,4700.387814,4192.844244,-0.107979084,0.107979084
Trichostema lanatum,meanthr,2085,cnrm,rcp45,climate_change,38823.931,43177.97212,2830.26457,3147.674167,0.112148384,-0.112148384
Trichostema lanatum,meanthr,2085,hades,rcp45,climate_change,38823.931,32408.66078,2830.26457,2362.591371,-0.1652401,0.1652401
Trichostema lanatum,meanthr,2085,cnrm,rcp85,climate_change,38823.931,29777.47697,2830.26457,2170.778071,-0.233012315,0.233012315
Trichostema lanatum,meanthr,2085,hades,rcp85,climate_change,38823.931,41999.20625,2830.26457,3061.742136,0.081786547,-0.081786547
Trichostema lanatum,meanthr,2085,cnrm,rcp45,climate_change + lulc,39548.50109,42469.47478,2883.085729,3096.024711,0.073858013,-0.073858013
Trichostema lanatum,meanthr,2085,hades,rcp45,climate_change + lulc,39548.50109,31948.63136,2883.085729,2329.055226,-0.192165809,0.192165809
Trichostema lanatum,meanthr,2085,cnrm,rcp85,climate_change + lulc,39548.50109,28940.72365,2883.085729,2109.778754,-0.268221984,0.268221984
Trichostema lanatum,meanthr,2085,hades,rcp85,climate_change + lulc,39548.50109,41038.27982,2883.085729,2991.690599,0.037669664,-0.037669664
Trichostema lanatum,meanthr,2085,hades,rcp45,lulc,39548.50109,38867.15177,2883.085729,2833.415364,-0.017228196,0.017228196
Trichostema lanatum,meanthr,2085,hades,rcp85,lulc,39548.50109,38665.35497,2883.085729,2818.704377,-0.02233071,0.02233071
Umbellularia californica,meanthr,2085,cnrm,rcp45,climate_change,519900.8647,603210.2209,37900.77304,43974.0251,0.16024085,-0.16024085
Umbellularia californica,meanthr,2085,hades,rcp45,climate_change,519900.8647,570578.5147,37900.77304,41595.17373,0.097475603,-0.097475603
Umbellularia californica,meanthr,2085,cnrm,rcp85,climate_change,519900.8647,602100.9971,37900.77304,43893.16269,0.15810732,-0.15810732
Umbellularia californica,meanthr,2085,hades,rcp85,climate_change,519900.8647,651607.7814,37900.77304,47502.20726,0.253330828,-0.253330828
Umbellularia californica,meanthr,2085,cnrm,rcp45,climate_change + lulc,519900.8647,571652.2215,37900.77304,41673.44694,0.099540817,-0.099540817
Umbellularia californica,meanthr,2085,hades,rcp45,climate_change + lulc,519900.8647,542968.8035,37900.77304,39582.42577,0.04436988,-0.04436988
Umbellularia californica,meanthr,2085,cnrm,rcp85,climate_change + lulc,519900.8647,533070.001,37900.77304,38860.80307,0.025330091,-0.025330091
Umbellularia californica,meanthr,2085,hades,rcp85,climate_change + lulc,519900.8647,580288.7709,37900.77304,42303.0514,0.116152733,-0.116152733
Umbellularia californica,meanthr,2085,hades,rcp45,lulc,519900.8647,494345.0002,37900.77304,36037.75051,-0.049155265,0.049155265
Umbellularia californica,meanthr,2085,hades,rcp85,lulc,519900.8647,461765.2849,37900.77304,33662.68927,-0.11182051,0.11182051
Viguiera laciniata,meanthr,2085,cnrm,rcp45,climate_change,30359.88634,25234.81231,2213.235714,1839.617817,-0.168810712,0.168810712
Viguiera laciniata,meanthr,2085,hades,rcp45,climate_change,30359.88634,28899.01729,2213.235714,2106.73836,-0.048118397,0.048118397
Viguiera laciniata,meanthr,2085,cnrm,rcp85,climate_change,30359.88634,15016.71565,2213.235714,1094.718571,-0.505376421,0.505376421
Viguiera laciniata,meanthr,2085,hades,rcp85,climate_change,30359.88634,26225.56107,2213.235714,1911.843402,-0.136177232,0.136177232
Viguiera laciniata,meanthr,2085,cnrm,rcp45,climate_change + lulc,26193.08222,18658.40559,1909.475694,1360.197767,-0.28765903,0.28765903
Viguiera laciniata,meanthr,2085,hades,rcp45,climate_change + lulc,26193.08222,21758.41645,1909.475694,1586.188559,-0.169306755,0.169306755
Viguiera laciniata,meanthr,2085,cnrm,rcp85,climate_change + lulc,26193.08222,9664.065803,1909.475694,704.5103971,-0.631045109,0.631045109
Viguiera laciniata,meanthr,2085,hades,rcp85,climate_change + lulc,26193.08222,17624.83972,1909.475694,1284.850815,-0.327118528,0.327118528
Viguiera laciniata,meanthr,2085,hades,rcp45,lulc,30359.88634,25321.38564,2213.235714,1845.929013,-0.165959142,0.165959142
Viguiera laciniata,meanthr,2085,hades,rcp85,lulc,30359.88634,22383.51399,2213.235714,1631.75817,-0.262727346,0.262727346
Xylococcus bicolor,meanthr,2085,cnrm,rcp45,climate_change,46564.21879,25854.14333,3394.53155,1884.767049,-0.444763726,0.444763726
Xylococcus bicolor,meanthr,2085,hades,rcp45,climate_change,46564.21879,22115.85188,3394.53155,1612.245602,-0.525046217,0.525046217
Xylococcus bicolor,meanthr,2085,cnrm,rcp85,climate_change,46564.21879,17507.49863,3394.53155,1276.29665,-0.624013908,0.624013908
Xylococcus bicolor,meanthr,2085,hades,rcp85,climate_change,46564.21879,8558.352304,3394.53155,623.9038829,-0.816203245,0.816203245
Xylococcus bicolor,meanthr,2085,cnrm,rcp45,climate_change + lulc,46564.21879,22775.8597,3394.53155,1660.360172,-0.510872075,0.510872075
Xylococcus bicolor,meanthr,2085,hades,rcp45,climate_change + lulc,46564.21879,19625.49947,3394.53155,1430.698911,-0.578528321,0.578528321
Xylococcus bicolor,meanthr,2085,cnrm,rcp85,climate_change + lulc,46564.21879,12285.32094,3394.53155,895.5998968,-0.73616392,0.73616392
Xylococcus bicolor,meanthr,2085,hades,rcp85,climate_change + lulc,46564.21879,6899.778778,3394.53155,502.9938729,-0.851822301,0.851822301
Xylococcus bicolor,meanthr,2085,hades,rcp45,lulc,46564.21879,39724.45329,3394.53155,2895.912645,-0.14688887,0.14688887
Xylococcus bicolor,meanthr,2085,hades,rcp85,lulc,46564.21879,33975.02957,3394.53155,2476.779656,-0.270361869,0.270361869
